OBJECTID,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,Shape_Length,Shape_Area,geoid,census_tract_name,total,white,black,asian,latino,other,percent_white,percent_black,percent_asian,percent_latino,percent_other
48340,37,081,016102,1400000US37081016102,37081016102,161.02,Guilford,NC,North Carolina,"Census Tract 161.02, Guilford County, North Caro",4219,475,5403,1.7286,0.722,1.7286,0.9362,0.5508,0.6662,0.5237,0.7244,2.4651,0.6962,0,0.7736,0,0.8814,0,0,1.655,0.8076,0.5141,0.2445,0.4795,1.2381,0.2119,0.7793,0.5636,0.9213,2.2642,0.9707,0.4859,0.4859,0.4859,8.1083,0.8975,0.7019,0.7019,0.7019,0.8142,0.2915,0.6762,0.8859,0.686,0.9691,0.9555,5.2784,0.8497,0.4397,0.3198,0.2417,0.7659,1.7671,0.2986,0.6126,0.6744,1.287,0.7678,9.0344,0.8311,0,0,0,0,0,0,0,1,9.63,0.42,36.43,0,84.2,0,41.53,0,0,76.16,37.92,9.44,99.66,65.58,11.69,45.54,52.9,49.6553,6,6.4,68.4,32.771,25.8,41.3,14.7,19.5,9,5.1,2.1,0.9,26.5,9.6,5,14.4,8.4,0.1942,0.4568,0.1785,0.2073,0.5495,0.083007452,0.000335217,1400000US37081016102,"Census Tract 161.02, Guilford County, North Carolina",4219,1987,1452,99,445,236,0.470964684,0.344157383,0.023465276,0.105475231,0.055937426
48341,37,081,016103,1400000US37081016103,37081016103,161.03,Guilford,NC,North Carolina,"Census Tract 161.03, Guilford County, North Caro",5776,476,2099,1.3414,0.5458,1.3414,0.752,0.5508,0.6714,0.5237,0.7297,2.4756,0.6993,0,0.7584,0.9793,0.9114,0,0,2.6491,0.9563,0.3853,0.3023,0.5748,1.2624,0.2302,0.7199,0,0,0.7199,0.2901,0.4507,0.4507,0.4507,7.5577,0.8236,0.6251,0.6251,0.6251,0.629,0.3856,0.6286,0.8662,0.685,0.6178,0.6224,4.4346,0.701,0.3509,0.2353,0.3874,0.5232,1.4968,0.1431,0,0.3832,0.3832,0.1614,6.9397,0.5178,0,0,0,0,0,0,0,1,9.65,0.42,36.57,0,79.87,56.95,56.95,0,0,100,43.99,8.17,89.95,0,0,40.23,42.4,36.7902,7.6,5.9,65.4,32.737,9,20.2,13.2,18,11,1.5,0,0.1,28.4,9.6,5.8,13.7,9,0.2913,0.4568,0.3102,0.2798,0.4677,0.071703938,0.000286278,1400000US37081016103,"Census Tract 161.03, Guilford County, North Carolina",5776,3328,2026,129,178,115,0.576177285,0.350761773,0.022333795,0.030817175,0.019909972
48342,37,081,016201,1400000US37081016201,37081016201,162.01,Guilford,NC,North Carolina,"Census Tract 162.01, Guilford County, North Caro",6366,362,12960,0.8081,0.2416,0.8081,0.3616,0.5508,0.607,0.3702,0.6205,2.1485,0.6054,0,0.607,0,0,0,0,0.607,0.3749,0.6874,0.175,0.746,1.6084,0.5407,0.5274,0.4275,0.9241,1.879,0.9321,0.3642,0.3642,0.3642,6.6071,0.6499,0.4965,0.4965,0.4965,0.1137,0.0583,0.3739,0.1755,0.0486,0.4474,0.2173,1.4347,0.1034,0.3108,0.7724,0.3436,0.4409,1.8677,0.3777,0.6985,0,0.6985,0.4022,4.4974,0.1582,0,0,0,0,0,0,0,1,9.45,0.31,33.89,0,36.07,0,0,0,0,24.03,29.37,6.25,41.27,36.71,12.89,28.05,29.5,10.9645,1.9,3.9,14.9,12.3784,6.3,8.8,12.5,26.3,10.4,1,4.9,0,27.9,8.5,7.1,11.4,9,0.264,0.1594,0.5871,0.2798,0.2068,0.288106103,0.004853704,1400000US37081016201,"Census Tract 162.01, Guilford County, North Carolina",6366,4486,458,735,351,336,0.704681118,0.071944706,0.115457116,0.055136664,0.052780396
48343,37,081,016203,1400000US37081016203,37081016203,162.03,Guilford,NC,North Carolina,"Census Tract 162.03, Guilford County, North Caro",4909,354,2076,1.2441,0.4943,0.8441,0.3906,0.5508,0.6534,0.3993,0.686,2.2895,0.6476,0,0.5475,0,0,0,0,0.5475,0.3464,0.6727,0.1105,0.7396,1.5228,0.4651,0.3611,0.4812,0,0.8423,0.414,0.2466,0.2466,0.2466,5.4487,0.3887,0.5149,0.5149,0.5149,0.2045,0.1261,0.1726,0.4497,0.3193,0.503,0.5216,2.2968,0.2486,0.9077,0.5165,0.4816,0.4599,2.3657,0.7889,0.6697,0.7121,1.3818,0.8151,6.5592,0.4554,1,0,1,0,0,2,0.4,1,9.59,0.33,35.44,0,22.59,0,0,0,0,27.71,19.17,6.33,12.61,47.54,0,12.33,31.2,15.6134,3.2,2.5,28.5,21.2869,7.1,17.1,25.2,22.3,12.3,1.1,3.7,1.2,35.4,8.1,9.7,9.9,10.6,0.695,0.0864,0.9619,0.4854,0.0786,0.224148708,0.002413739,1400000US37081016203,"Census Tract 162.03, Guilford County, North Carolina",4909,3375,847,304,281,102,0.687512732,0.172540232,0.061927073,0.057241801,0.020778163
48344,37,081,016204,1400000US37081016204,37081016204,162.04,Guilford,NC,North Carolina,"Census Tract 162.04, Guilford County, North Caro",4566,460,8740,0.7546,0.2124,0.7546,0.3205,0.5508,0.6689,0.4441,0.7096,2.3734,0.6712,0,0.662,0,0,0,0,0.662,0.4089,0.6637,0.0837,0.7244,1.4718,0.417,0.378,0.3988,0.8912,1.668,0.9043,0.2981,0.2981,0.2981,6.4733,0.6219,0.6402,0.6402,0.6402,0.0391,0.0981,0.1223,0.1297,0.0941,0.554,0.1629,1.2002,0.0728,0.1787,0.9468,0.1088,0.5727,1.807,0.3291,0.6355,0,0.6355,0.3554,4.2829,0.1327,0,0,0,0,0,0,0,1,9.64,0.36,36.06,0,50.97,0,0,0,0,30.18,13.91,6.5,15.01,31.45,3.67,19.18,44.4,6.198,2.7,2.1,12.6,14.6359,7.9,7.3,9.9,32.1,6.8,1.9,2.6,0,26,8,6.2,10.2,8.1,0.1711,0.0719,0.3868,0.174,0.099,0.205535551,0.001707972,1400000US37081016204,"Census Tract 162.04, Guilford County, North Carolina",4566,2538,726,722,202,378,0.555847569,0.159001314,0.158125274,0.044240035,0.082785808
48345,37,081,016205,1400000US37081016205,37081016205,162.05,Guilford,NC,North Carolina,"Census Tract 162.05, Guilford County, North Caro",4208,319,7028,0.4537,0.0778,0.4537,0.1231,0.5508,0.6828,0.4295,0.7164,2.3795,0.6731,0,0.5857,0,0,0,0,0.5857,0.3647,0.4682,0.0368,0.4675,0.9725,0.0756,0,0,0,0,0,0.3135,0.3135,0.3135,4.2512,0.1464,0.6621,0.6621,0.6621,0.2728,0.3801,0.4859,0.5927,0.3274,0.1384,0.1453,2.3426,0.257,0.1232,0.8766,0.3217,0.6668,1.9883,0.4816,0.6268,0,0.6268,0.3524,5.6198,0.3073,0,0,0,0,0,0,0,1,9.7,0.35,36.23,0,30.78,0,0,0,0,88.69,5.23,9.67,0,0,0,21.24,47.2,18.9401,7.5,4.7,37.9,21.4984,2.6,6.8,8.6,28.9,10.1,3,2.4,0,25.2,8.6,5.6,12,8.3,0.1385,0.182,0.2747,0.1954,0.27,0.099144666,0.000550226,1400000US37081016205,"Census Tract 162.05, Guilford County, North Carolina",4208,2223,770,606,456,153,0.528279468,0.182984791,0.144011407,0.108365019,0.036359316
48346,37,081,016303,1400000US37081016303,37081016303,163.03,Guilford,NC,North Carolina,"Census Tract 163.03, Guilford County, North Caro",3230,215,1137,0.862,0.272,0.662,0.2527,0.5508,0.6828,0.3993,0.712,2.3449,0.6636,0,0,0,0,0,0,0,0,0.5256,0.2523,0.8725,1.6504,0.5756,0,0.6278,0,0.6278,0.232,0.2475,0.2475,0.2475,4.8706,0.2616,0.4639,0.4639,0.4639,0.3314,0.2563,0.725,0.0369,0.3118,0.2059,0.3157,2.183,0.2267,0.9173,0.2253,0.4453,0.7514,2.3393,0.7714,0.5947,0.6383,1.233,0.745,6.2192,0.4004,0,0,1,0,0,1,0.2,1,9.7,0.33,36.12,0,0,0,0,0,0,72.6,38.78,4.83,0,80.1,0,12.46,26.7,21.7893,5.4,7,6.3,21.0967,3.4,11.4,25.8,17.8,11.8,4.7,1.8,0.7,34.2,8.5,9.2,10.7,10.7,0.6335,0.1594,0.9393,0.4978,0.1393,0.101885526,0.000563343,1400000US37081016303,"Census Tract 163.03, Guilford County, North Carolina",3230,2366,328,421,78,37,0.73250774,0.101547988,0.130340557,0.024148607,0.011455108
48347,37,081,016304,1400000US37081016304,37081016304,163.04,Guilford,NC,North Carolina,"Census Tract 163.04, Guilford County, North Caro",3725,189,1869,0.2284,0.0199,0.2284,0.0329,0.5508,0.6868,0.4441,0.722,2.4037,0.6797,0,0,0,0,0,0,0,0,0.4212,0.0809,0.6643,1.1664,0.1636,0,0.5063,0,0.5063,0.1684,0.2467,0.2467,0.2467,4.3231,0.1576,0.4015,0.4015,0.4015,0.0136,0.2203,0.0417,0.0196,0.0598,0.1551,0.0475,0.5576,0.0129,0.5559,0.4725,0.0947,0.5088,1.6319,0.2099,0.6075,0.4452,1.0527,0.6852,3.6437,0.0708,0,0,0,0,0,0,0,1,9.72,0.36,36.37,0,0,0,0,0,0,97.7,13.39,7.17,0,52.74,0,12.35,21.9,2.604,4.8,1.2,4.4,13.0465,2.8,3.5,16.6,21.7,6.5,1.4,2,0.2,29.2,8.2,7.3,10.1,8.5,0.3375,0.1022,0.6363,0.219,0.0916,0.118058405,0.000752606,1400000US37081016304,"Census Tract 163.04, Guilford County, North Carolina",3725,2910,460,61,149,145,0.781208054,0.123489933,0.016375839,0.04,0.038926174
48348,37,081,016305,1400000US37081016305,37081016305,163.05,Guilford,NC,North Carolina,"Census Tract 163.05, Guilford County, North Caro",3484,303,1827,0.4463,0.0751,0.2463,0.0389,0.5508,0.6868,0.4441,0.7233,2.405,0.68,0,0,0,0,0,0,0,0,0.3853,0.1034,0.633,1.1217,0.1388,0,0.2421,0,0.2421,0.0826,0.2501,0.2501,0.2501,4.0189,0.1132,0.53,0.53,0.53,0.0899,0.0451,0.159,0.3944,0.1248,0.1632,0.0975,1.0739,0.0579,0.4888,0.421,0.3143,0.2502,1.4743,0.1339,0.5509,0.6572,1.2081,0.7352,4.2863,0.1331,0,0,1,0,0,1,0.2,1,9.72,0.36,36.4,0,0,0,0,0,0,100,17.88,7.5,0,8.56,0,12.76,32.6,9.5803,1.6,2.4,25.5,15.7604,2.9,5.3,15.5,21,10,0.3,1.2,0.8,29.8,8,8,9.8,9,0.3731,0.0719,0.7983,0.2798,0.0724,0.099262197,0.000520183,1400000US37081016305,"Census Tract 163.05, Guilford County, North Carolina",3484,2349,560,96,83,396,0.674225029,0.160734788,0.027554535,0.023823192,0.113662457
48349,37,081,016306,1400000US37081016306,37081016306,163.06,Guilford,NC,North Carolina,"Census Tract 163.06, Guilford County, North Caro",5276,377,3454,0.4529,0.0776,0.4529,0.1228,0.5508,0.6949,0.4583,0.7365,2.4405,0.6896,0,0.3631,0,0,0,0,0.3631,0.2567,0.4145,0.0809,0.5348,1.0302,0.0969,0.2668,0.2828,0,0.5496,0.1891,0.3599,0.3599,0.3599,4.7433,0.2342,0.6504,0.6504,0.6504,0.2598,0.2858,0.1993,0.6232,0.4644,0.3861,0.3043,2.5229,0.2929,0.663,0.1691,0.431,0,1.2631,0.0731,0,0.5527,0.5527,0.2891,4.9891,0.2187,0,0,0,0,0,0,0,1,9.76,0.37,36.75,0,2.42,0,0,0,0,98.45,13.39,8.67,1,13.98,0,27.42,45.7,18.3155,5.9,2.7,40.1,25.1837,5.5,11.1,18.4,16.4,11.6,0,0,0.4,28.6,8.8,5.8,11.9,8.7,0.3032,0.2306,0.3102,0.242,0.2588,0.115032435,0.000617223,1400000US37081016306,"Census Tract 163.06, Guilford County, North Carolina",5276,2863,2004,254,126,29,0.542645944,0.379833207,0.048142532,0.023881729,0.005496588
48350,37,081,016405,1400000US37081016405,37081016405,164.05,Guilford,NC,North Carolina,"Census Tract 164.05, Guilford County, North Caro",1684,194,5187,1.607,0.6711,1.407,0.7885,0.5508,0.6807,0.5501,0.7587,2.5403,0.7175,0,0.8157,0,0.887,0,0,1.7027,0.8249,0.7452,0.1344,0.5348,1.4144,0.3626,0.5825,0.7253,0.933,2.2408,0.9686,0.3612,0.3612,0.3612,8.2594,0.9133,0.7458,0.7458,0.7458,0.7175,0.1788,0.8574,0.7594,0.7899,0.6585,0.8572,4.8187,0.773,0.1831,0.3198,0.3802,0.3491,1.2322,0.0665,0,0,0,0,6.7967,0.4937,0,1,0,0,0,1,0.2,1,9.69,0.44,37.35,0,94.92,0,44.08,0,0,12.08,23.29,8.67,54.33,97.55,17.49,27.57,59.9,42.2803,4.1,9.5,52.2,37.7654,9.8,30.6,10,19.5,10.9,0.6,0,0,31,10.4,5.4,15.2,10.1,0.446,0.6732,0.2406,0.4209,0.6368,0.152957497,0.000810903,1400000US37081016405,"Census Tract 164.05, Guilford County, North Carolina",1684,676,753,12,177,66,0.401425178,0.447149644,0.007125891,0.105106888,0.039192399
48351,37,081,016406,1400000US37081016406,37081016406,164.06,Guilford,NC,North Carolina,"Census Tract 164.06, Guilford County, North Caro",4275,432,16518,0.8536,0.2674,0.8536,0.3981,0.5508,0.6868,0.4987,0.729,2.4653,0.6963,0,0.7833,0,0.6699,0,0,1.4532,0.7355,0.5919,0.0206,0.4775,1.09,0.1224,0,0.2713,0,0.2713,0.092,0.3614,0.3614,0.3614,5.6412,0.4336,0.6771,0.6771,0.6771,0.3956,0.3105,0.417,0.7924,0.5108,0.602,0.4188,3.4471,0.4921,0.4335,0.1432,0.2847,0.7031,1.5645,0.1734,0.6529,0,0.6529,0.3692,6.3416,0.42,0,0,0,0,0,0,0,1,9.72,0.4,36.55,0,86.89,0,1.52,0,0,51.7,2.86,9.5,0,12.37,0,27.61,49.3,24.8945,6.3,4.2,55.9,26.5594,8.7,14.2,14.6,15.6,9.6,3.6,3.1,0,25.1,9.1,5.3,12.5,7.8,0.1349,0.3108,0.2235,0.1444,0.3268,0.129527277,0.000766013,1400000US37081016406,"Census Tract 164.06, Guilford County, North Carolina",4275,2166,1085,509,293,222,0.506666667,0.25380117,0.119064327,0.068538012,0.051929825
48352,37,081,016407,1400000US37081016407,37081016407,164.07,Guilford,NC,North Carolina,"Census Tract 164.07, Guilford County, North Caro",4435,295,2585,0.4438,0.0742,0.4438,0.118,0.5508,0.6929,0.4853,0.7326,2.4616,0.6952,0,0.338,0,0,0,0,0.338,0.2445,0.4775,0.0507,0.6548,1.183,0.1741,0,0.2997,0,0.2997,0.1006,0.361,0.361,0.361,4.6433,0.2145,0.6315,0.6315,0.6315,0.2443,0.3345,0.4859,0.5377,0.1857,0.3944,0.1034,2.2859,0.2466,0.2212,0.5236,0.1751,0.6526,1.5725,0.1775,0.5809,0,0.5809,0.3135,5.0708,0.2293,0,0,0,0,0,0,0,1,9.75,0.39,36.64,0,1.4,0,0,0,0,86.49,7.63,7.25,0,16.24,0,27.55,43.2,17.5423,6.7,4.7,34,17.6913,5.6,5.5,10.8,22.4,8,2.8,1.6,0,25.1,8.3,5.6,10.8,8,0.1349,0.1201,0.2747,0.1638,0.1483,0.145121052,0.000664176,1400000US37081016407,"Census Tract 164.07, Guilford County, North Carolina",4435,2519,988,720,119,89,0.567981962,0.222773393,0.162344983,0.026832018,0.020067644
48353,37,081,016408,1400000US37081016408,37081016408,164.08,Guilford,NC,North Carolina,"Census Tract 164.08, Guilford County, North Caro",1974,170,901,0.6211,0.1454,0.4211,0.1066,0.5508,0.6966,0.4723,0.7198,2.4395,0.6893,0,0.3088,0,0,0,0,0.3088,0.2302,0.3853,0.3078,0.8017,1.4948,0.4388,0.3083,0,0,0.3083,0.103,0.3578,0.3578,0.3578,4.9092,0.27,0.3474,0.3474,0.3474,0.2803,0.1967,0.537,0.0104,0.0739,0.1073,0.1594,1.365,0.0939,0.9493,0.2618,0.3584,0.4935,2.063,0.5509,0.6671,0,0.6671,0.3807,4.4425,0.1511,0,0,1,0,0,1,0.2,1,9.77,0.38,36.32,0,0.49,0,0,0,0,100,44.5,5.67,5.47,0,0,27.22,18.3,19.2956,4.4,5.1,3,13.7356,2.2,7.2,28.8,18.5,10.6,1.3,3.6,0,34.8,8.3,10.1,9.5,11.1,0.6658,0.1201,0.9728,0.5479,0.0555,0.081000937,0.000330229,1400000US37081016408,"Census Tract 164.08, Guilford County, North Carolina",1974,1613,99,89,114,59,0.817122594,0.050151976,0.04508612,0.05775076,0.029888551
48354,37,081,016409,1400000US37081016409,37081016409,164.09,Guilford,NC,North Carolina,"Census Tract 164.09, Guilford County, North Caro",2578,235,1992,0.8877,0.2871,0.6877,0.271,0.5508,0.6986,0.4583,0.7293,2.437,0.6886,0,0.7023,0,0.7835,0,0,1.4858,0.7467,0.5036,0.3645,0.5348,1.4029,0.3515,0.662,0,0,0.662,0.2531,0.276,0.276,0.276,6.2637,0.5757,0.4133,0.4133,0.4133,0.2906,0.1034,0.1466,0.3751,0.2069,0.3283,0.3484,1.7993,0.1603,0.8278,0.2205,0.2631,0.562,1.8734,0.3824,0,0,0,0,4.086,0.112,0,0,1,0,0,1,0.2,1,9.78,0.37,36.56,0,62.72,0,11.7,0,0,79.31,49.86,8.67,75.41,0,0,16.31,22.8,19.8216,2.8,2.3,24.5,18.2683,4.8,12.3,22,17.7,9.3,1.8,0,0,32.1,8.8,7.8,11.5,10.6,0.5115,0.2306,0.7565,0.4854,0.2171,0.161780133,0.000786239,1400000US37081016409,"Census Tract 164.09, Guilford County, North Carolina",2578,1991,369,98,120,0,0.772304112,0.143134213,0.038013964,0.046547711,0
48355,37,081,016410,1400000US37081016410,37081016410,164.10,Guilford,NC,North Carolina,"Census Tract 164.10, Guilford County, North Caro",6265,560,2856,1.2787,0.5129,1.2787,0.7152,0.5508,0.7075,0.4987,0.751,2.508,0.708,0,0.8375,0,0,0,0,0.8375,0.5075,0.6022,0.225,0.8303,1.6575,0.581,0.6156,0.5463,0,1.1619,0.5569,0.205,0.205,0.205,6.3699,0.5989,0.7101,0.7101,0.7101,0.6406,0.5016,0.9186,0.5138,0.4871,0.6942,0.4046,4.1605,0.647,0.3108,0.6641,0.3436,0.6526,1.9711,0.466,0.6586,0.4452,1.1038,0.6994,7.9455,0.6798,0,0,0,0,0,0,0,1,9.82,0.4,37.14,0,98.62,0,0,0,0,48.43,35.66,5.33,63.08,61.65,0,7.4,54.1,37.4818,9.9,11.8,32.5,25.8467,10.6,13.8,12.5,24.4,10.4,2.8,3.3,0.2,31.3,9.7,5.8,14.3,11,0.4642,0.4859,0.3102,0.5359,0.538,0.143021296,0.00086009,1400000US37081016410,"Census Tract 164.10, Guilford County, North Carolina",6265,2877,1800,363,950,275,0.459217877,0.287310455,0.057940942,0.151636073,0.043894653
48356,37,081,016502,1400000US37081016502,37081016502,165.02,Guilford,NC,North Carolina,"Census Tract 165.02, Guilford County, North Caro",5949,349,11682,1.167,0.4511,0.967,0.4912,0.5508,0.6986,0.5115,0.728,2.4889,0.703,0,0.6681,0,0.84,0,0,1.5081,0.755,0.6848,0.2548,0.6731,1.6127,0.5441,0.5416,0.6013,0,1.1429,0.5485,0.1988,0.1988,0.1988,6.9514,0.7193,0.5487,0.5487,0.5487,0.2461,0.3283,0.0183,0.3107,0.0977,0.2935,0.7295,2.0241,0.1982,0.8446,0.3011,0.0901,0.7438,1.9796,0.4733,0.6529,0,0.6529,0.3692,5.2053,0.2477,0,0,1,0,0,1,0.2,1,9.78,0.41,36.53,0,52.65,0,25.72,0,0,24.69,39.08,7.04,44.5,74.12,0,6.78,34.3,17.6441,6.6,0.7,21.3,14.7773,4.4,24,22.5,19.2,6.4,4.5,3.1,0,32.6,8.5,8.3,10.6,10.8,0.5419,0.1594,0.8508,0.5105,0.1297,0.24470574,0.002264218,1400000US37081016502,"Census Tract 165.02, Guilford County, North Carolina",5949,3907,889,462,639,52,0.656749033,0.14943688,0.077660111,0.107413011,0.008740965
48357,37,081,016503,1400000US37081016503,37081016503,165.03,Guilford,NC,North Carolina,"Census Tract 165.03, Guilford County, North Caro",5364,646,6586,1.0603,0.3904,1.0603,0.5648,0.5508,0.6868,0.5984,0.7454,2.5814,0.7302,0,0.5749,0.9114,0.6411,0,0,2.1274,0.9131,0.5601,0.0616,0.6484,1.2701,0.2361,0.4861,0.7666,0,1.2527,0.6002,0.2495,0.2495,0.2495,7.4811,0.8113,0.7263,0.7263,0.7263,0.456,0.115,0.5605,0.8968,0.6112,0.5163,0.555,3.7108,0.5496,0.2111,0.2034,0.0435,0.3205,0.7785,0.0208,0,0,0,0,5.2156,0.249,0,0,0,0,0,0,0,1,9.72,0.48,36.99,0,28.25,0.47,0.47,0,0,61.77,9.68,7.33,32.58,100,0,12.7,56.6,27.7218,3,5.3,70.2,29.8882,7.3,18.1,10.6,17.3,5,0.5,0,0,23.2,9.6,4.6,14.1,7.7,0.0788,0.4568,0.1239,0.1359,0.5153,0.102275811,0.000536054,1400000US37081016503,"Census Tract 165.03, Guilford County, North Carolina",5364,2327,1470,1102,217,248,0.433818046,0.274049217,0.205443699,0.040454884,0.046234154
48358,37,081,016505,1400000US37081016505,37081016505,165.05,Guilford,NC,North Carolina,"Census Tract 165.05, Guilford County, North Caro",5907,519,1873,0.7819,0.2268,0.7819,0.3408,0.5508,0.6929,0.5237,0.738,2.5054,0.7072,0,0.4778,0,0.6523,0,0,1.1301,0.6422,0.7358,0.0466,0.6643,1.4467,0.3928,0.4748,0.3861,0,0.8609,0.4217,0.1858,0.1858,0.1858,6.1289,0.5458,0.6812,0.6812,0.6812,0.4007,0.1907,0.3296,0.7154,0.3417,0.3944,0.3121,2.6846,0.3256,0.1159,0.487,0.2076,0.3491,1.1596,0.0547,0.5947,0,0.5947,0.3312,5.1201,0.2361,0,0,0,0,0,0,0,1,9.75,0.42,36.79,0,11.47,0,0.84,0,0,13.76,6.95,7.17,30.52,29.37,0,5.26,49.9,25.1566,4.3,3.6,48,21.8813,5.6,11.3,8.4,21.9,8.5,0.6,1.8,0,23.5,8.8,4.7,11.9,7,0.0857,0.2306,0.1372,0.0826,0.2588,0.080769243,0.000334014,1400000US37081016505,"Census Tract 165.05, Guilford County, North Carolina",5907,2958,1664,539,458,288,0.500761808,0.281699678,0.091247672,0.077535128,0.048755714
48359,37,081,016506,1400000US37081016506,37081016506,165.06,Guilford,NC,North Carolina,"Census Tract 165.06, Guilford County, North Caro",5177,321,2145,1.2301,0.486,1.2301,0.6843,0.5508,0.6929,0.5371,0.737,2.5178,0.7109,0,0.6747,0,0.8513,0,0,1.526,0.7612,0.724,0.0649,0.7744,1.5633,0.5022,0.739,0.5468,0,1.2858,0.6172,0.1811,0.1811,0.1811,7.074,0.7417,0.626,0.626,0.626,0.3014,0.2915,0.537,0.1035,0.2202,0.4964,0.5911,2.5411,0.2965,0.3278,0.7072,0.4175,0.7082,2.1607,0.6348,0.6355,0.8001,1.4356,0.8439,6.7634,0.4884,0,0,0,0,0,0,0,1,9.75,0.43,36.76,0,54.56,0,29.63,0,0,16.01,10.3,5.94,94.12,61.75,0,4.82,42.5,20.3554,6,5.1,11.1,18.6431,7,19.2,12.8,25.1,11.4,3.7,2.6,2.2,26.9,8.5,6.2,11.3,8.2,0.2135,0.1594,0.3868,0.1841,0.1966,0.117855564,0.000460158,1400000US37081016506,"Census Tract 165.06, Guilford County, North Carolina",5177,2975,1283,387,264,268,0.574657137,0.247826927,0.074753718,0.050994785,0.051767433
48360,37,081,016600,1400000US37081016600,37081016600,166,Guilford,NC,North Carolina,"Census Tract 166, Guilford County, North Carolin",2266,265,1242,1.9475,0.8029,1.5475,0.8592,0.4572,0.7099,0.4583,0.7451,2.3705,0.6704,0,0.6346,0.9563,0,0,0,1.5909,0.7847,0.6973,0.6667,0.7717,2.1357,0.8872,0,0.6373,0,0.6373,0.2376,0.2893,0.2893,0.2893,7.0237,0.7329,0.2722,0.2722,0.2722,0.7041,0.8776,0.9166,0.2627,0.2051,0.7396,0.7783,4.484,0.7106,0.8313,0.2782,0.9345,0.6735,2.7175,0.945,0.7436,0.6882,1.4318,0.8417,8.9055,0.8146,0,0,1,0,1,2,0.4,0.67,9.83,0.37,36.98,0,43.18,21.29,0,0,0,21.7,75.05,6,0,82.03,0,17.98,13.7,41.3945,24.7,11.7,19,18.2238,11.7,26.1,22.1,18.8,22.9,3.1,7.2,1,34.8,9.5,8.2,14.4,13.2,0.6658,0.4269,0.8343,0.7523,0.5495,0.327777412,0.003816819,1400000US37081016600,"Census Tract 166, Guilford County, North Carolina",2266,1955,126,92,93,0,0.862753751,0.05560459,0.040600177,0.041041483,0
48361,37,081,016701,1400000US37081016701,37081016701,167.01,Guilford,NC,North Carolina,"Census Tract 167.01, Guilford County, North Caro",6005,475,4212,1.3251,0.5376,1.1251,0.6131,0.4572,0.6966,0.4987,0.7195,2.372,0.6709,0,0.4786,0,0,0,0,0.4786,0.3135,0.7087,0.203,0.8801,1.7918,0.6809,0,0.6698,0,0.6698,0.2579,0.2153,0.2153,0.2153,5.5275,0.4069,0.7917,0.7917,0.7917,0.5443,0.5504,0.6674,0.4102,0.5681,0.6771,0.717,4.1345,0.6415,0.2624,0.6768,0.4603,0.6454,2.0449,0.5343,0.7904,0.4452,1.2356,0.7464,8.2067,0.7182,1,0,0,0,0,1,0.2,0.67,9.77,0.4,36.31,0,11.56,0,0,0,0,19.17,33,4.72,0,88.91,0,8.44,68.2,32.1937,11,6.3,26.3,28.3885,10.2,23.5,11.6,24.6,12,2.7,10.1,0.2,35,9.9,6.1,13.3,10.8,0.6759,0.5445,0.3665,0.5105,0.4205,0.278035226,0.00290891,1400000US37081016701,"Census Tract 167.01, Guilford County, North Carolina",6005,1911,3111,0,571,412,0.318234804,0.518068276,0,0.095087427,0.068609492
